id,host_id,latitude,longitude,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,bedrooms,host_listings_count,calculated_host_listings_count_shared_rooms,minimum_nights_avg_ntm,maximum_nights_avg_ntm,property_type,host_location,host_response_time,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,first_review,last_review,instant_bookable,has_availability
19404156,37792202.0,38.94926453,-76.99666595,60%,21%,1.0,2.0,1.0,1.0,$77.00,31.0,365.0,0.0,22.0,52.0,327.0,5.0,1.0,0.0,4.8,4.8,4.8,5.0,5.0,4.8,4.6,1.0,1.0,0.0,0.23,62.0,4774.0,1.0,1.0,0.0,31.0,365.0,Entire guest suite,"Washington, DC",within a day,f,t,"North Michigan Park, Michigan Park, University Heights",Entire guest suite,Entire home/apt,01/09/2023,17/08/2024,f,t
19405358,1001532.0,38.88455,-76.99244,100%,97%,2.0,4.0,1.0,2.0,$201.00,2.0,1125.0,7.0,8.0,22.0,250.0,265.0,52.0,5.0,4.92,4.95,4.89,4.98,4.98,4.97,4.88,2.0,2.0,0.0,2.81,255.0,51255.0,2.0,2.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,18/09/2017,16/06/2025,f,t
19428336,134146945.0,38.87874,-76.93177,0%,,1.0,2.0,1.0,1.0,$32.00,31.0,1125.0,27.0,57.0,87.0,177.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,31.0,1125.0,Private room in home,,a few days or more,f,f,"Capitol View, Marshall Heights, Benning Heights",Private room in home,Private room,,,f,t
19429471,16615356.0,38.94683,-77.03171,100%,100%,1.0,2.0,1.0,2.0,$45.00,31.0,45.0,16.0,46.0,76.0,351.0,125.0,1.0,0.0,4.62,4.69,4.59,4.84,4.9,4.7,4.79,1.0,0.0,1.0,1.29,62.0,2790.0,1.0,1.0,0.0,31.0,45.0,Private room in townhouse,"Washington, DC",within an hour,f,t,"Brightwood Park, Crestwood, Petworth",Private room in townhouse,Private room,30/06/2017,04/08/2024,f,t
19500901,24635920.0,38.89826,-76.9963,90%,95%,1.0,4.0,1.0,2.0,$157.00,2.0,730.0,17.0,44.0,74.0,117.0,288.0,35.0,3.0,4.78,4.87,4.9,4.92,4.72,4.9,4.72,1.0,1.0,0.0,2.97,210.0,32970.0,1.0,1.0,0.0,2.0,730.0,Entire rental unit,"Washington, DC",within a day,f,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,05/07/2017,02/06/2025,f,t
19503298,39930655.0,38.88687515,-77.003479,100%,99%,777.0,3.0,1.0,2.0,$287.00,2.0,365.0,10.0,22.0,46.0,297.0,348.0,42.0,1.0,4.91,4.92,4.93,4.92,4.97,4.98,4.83,257.0,253.0,3.0,3.59,252.0,72324.0,1.0,566.0,0.0,1.3,1125.0,Entire townhouse,"Washington, DC",within an hour,f,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,04/07/2017,18/05/2025,f,t
19503995,13743641.0,38.89265,-76.99809,100%,100%,9.0,2.0,1.0,1.0,$196.00,2.0,28.0,16.0,46.0,65.0,321.0,198.0,9.0,0.0,4.87,4.9,4.8,4.99,4.95,4.96,4.86,5.0,5.0,0.0,2.05,54.0,10584.0,1.0,5.0,0.0,4.3,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,14/07/2017,11/05/2025,f,t
19508480,20917831.0,38.9022,-77.01132,100%,100%,2.0,1.0,1.0,1.0,$67.00,15.0,99.0,0.0,14.0,30.0,30.0,267.0,2.0,0.0,4.9,4.93,4.93,4.92,4.94,4.87,4.85,2.0,0.0,2.0,2.82,60.0,4020.0,1.0,2.0,0.0,15.0,99.0,Private room in townhouse,"Washington, DC",within a day,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Private room in townhouse,Private room,06/09/2017,15/05/2025,f,t
19552660,2726546.0,38.91145,-77.03087,100%,71%,3.0,2.0,1.5,2.0,$77.00,30.0,730.0,0.0,0.0,16.0,196.0,53.0,2.0,0.0,4.94,4.98,4.85,4.98,4.98,4.98,4.91,3.0,2.0,1.0,0.55,120.0,9240.0,1.0,3.0,0.0,30.0,730.0,Private room in home,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Private room in home,Private room,08/07/2017,02/05/2025,f,t
19599646,82738448.0,38.90738,-77.01247,100%,89%,2.0,2.0,1.0,1.0,$85.00,1.0,730.0,10.0,30.0,60.0,168.0,340.0,43.0,6.0,4.89,4.96,4.87,4.96,4.98,4.66,4.8,1.0,0.0,1.0,3.54,255.0,21675.0,1.0,1.0,0.0,8.3,648.7,Private room in townhouse,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room in townhouse,Private room,28/07/2017,09/06/2025,f,t
19625495,13136803.0,38.95518,-77.01571,,90%,1.0,2.0,,,,3.0,21.0,0.0,0.0,0.0,0.0,135.0,7.0,0.0,4.67,4.76,4.76,4.78,4.85,4.61,4.73,1.0,1.0,0.0,1.4,42.0,,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",,f,t,"Brightwood Park, Crestwood, Petworth",Entire rental unit,Entire home/apt,17/07/2017,01/09/2024,f,t
19641640,1026388.0,38.93205,-77.039,100%,100%,2.0,8.0,1.5,6.0,$500.00,1.0,1125.0,0.0,0.0,7.0,7.0,22.0,0.0,0.0,5.0,4.91,4.91,4.95,5.0,5.0,4.77,1.0,1.0,0.0,0.23,0.0,0.0,4.0,2.0,0.0,1.3,1125.0,Entire townhouse,"Washington, DC",within an hour,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire townhouse,Entire home/apt,22/07/2017,28/04/2024,f,t
19642299,33008208.0,38.88345,-76.98013,90%,100%,2.0,8.0,3.0,4.0,$311.00,3.0,60.0,4.0,17.0,31.0,262.0,283.0,65.0,4.0,4.98,4.99,4.97,4.96,4.96,4.92,4.93,1.0,1.0,0.0,3.11,255.0,79305.0,3.0,1.0,0.0,3.0,1125.0,Entire condo,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire condo,Entire home/apt,29/12/2017,08/06/2025,f,t
19699547,138787488.0,38.89305,-76.99733,100%,100%,3.0,1.0,1.0,1.0,$60.00,31.0,90.0,3.0,8.0,38.0,128.0,64.0,3.0,0.0,4.88,4.94,4.8,4.95,4.92,4.98,4.94,3.0,0.0,3.0,0.69,186.0,11160.0,1.0,3.0,0.0,31.0,90.0,Private room in townhouse,"Washington, DC",within a few hours,f,f,"Union Station, Stanton Park, Kingman Park",Private room in townhouse,Private room,02/11/2017,05/01/2025,f,t
19724962,86790623.0,38.90761,-77.02444,100%,92%,3.0,2.0,1.0,1.0,$158.00,31.0,365.0,6.0,6.0,12.0,287.0,252.0,0.0,0.0,4.81,4.92,4.78,4.92,4.96,4.94,4.76,3.0,3.0,0.0,2.62,0.0,0.0,1.0,3.0,0.0,31.0,365.0,Entire rental unit,"Washington, DC",within a few hours,t,t,"Shaw, Logan Circle",Entire rental unit,Entire home/apt,27/07/2017,07/04/2024,f,t
19767116,25863369.0,38.94017,-77.05895,100%,100%,1.0,2.0,1.0,1.0,$117.00,3.0,1125.0,1.0,22.0,34.0,214.0,311.0,34.0,2.0,4.85,4.93,4.86,4.87,4.98,4.95,4.86,1.0,1.0,0.0,3.23,204.0,23868.0,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,f,t,"North Cleveland Park, Forest Hills, Van Ness",Entire rental unit,Entire home/apt,19/07/2017,06/06/2025,t,t
19767321,40640586.0,38.90661,-77.02472,100%,97%,3.0,6.0,2.0,3.0,$180.00,31.0,1125.0,0.0,7.0,37.0,312.0,201.0,0.0,0.0,4.86,4.89,4.82,4.91,4.91,4.88,4.8,1.0,1.0,0.0,2.1,0.0,0.0,3.0,3.0,0.0,31.0,1125.0,Entire townhouse,"New York, NY",within an hour,t,t,"Shaw, Logan Circle",Entire townhouse,Entire home/apt,06/08/2017,10/12/2023,f,t
19807322,1858370.0,38.95061,-77.01963,,100%,1.0,4.0,,,,31.0,1125.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,4.79,4.79,4.96,5.0,5.0,4.79,4.82,1.0,1.0,0.0,0.29,62.0,,3.0,1.0,0.0,31.0,1125.0,Entire townhouse,"Washington, DC",,f,t,"Brightwood Park, Crestwood, Petworth",Entire townhouse,Entire home/apt,13/08/2017,17/11/2024,f,t
19864452,17219855.0,38.91258,-77.01893,,,5.0,2.0,,,,31.0,365.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,4.98,5.0,5.0,4.94,5.0,4.92,4.92,4.0,0.0,4.0,0.55,0.0,,,5.0,0.0,31.0,365.0,Private room in home,"Washington, DC",,f,t,"Shaw, Logan Circle",Private room in home,Private room,26/07/2017,15/02/2020,f,t
19872890,16381569.0,38.90846,-77.06072,100%,96%,2.0,2.0,1.0,2.0,$116.00,3.0,31.0,2.0,11.0,14.0,168.0,388.0,67.0,4.0,4.93,4.94,4.83,4.97,4.97,4.98,4.89,2.0,1.0,1.0,4.08,255.0,29580.0,1.0,2.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Georgetown, Burleith/Hillandale",Entire rental unit,Entire home/apt,27/08/2017,12/06/2025,f,t
19912376,114562882.0,38.98246,-77.02436,100%,100%,1.0,2.0,1.0,1.0,$44.00,31.0,365.0,0.0,13.0,21.0,191.0,3.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.07,62.0,2728.0,1.0,1.0,0.0,31.0,1125.0,Private room in rental unit,"Washington, DC",within an hour,f,t,"Takoma, Brightwood, Manor Park",Private room in rental unit,Private room,30/01/2022,07/02/2025,f,t
19932136,27055889.0,38.91479,-77.01085,100%,100%,6.0,5.0,1.0,2.0,$111.00,1.0,1125.0,5.0,25.0,40.0,180.0,330.0,30.0,3.0,4.59,4.66,4.5,4.9,4.93,4.74,4.56,2.0,2.0,0.0,3.44,180.0,19980.0,2.0,2.0,0.0,1.4,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,05/08/2017,02/06/2025,f,t
19998720,124782850.0,38.9174,-77.01854,100%,96%,21.0,5.0,2.0,2.0,$104.00,31.0,1125.0,0.0,0.0,29.0,304.0,33.0,3.0,0.0,4.36,4.58,4.64,4.79,4.76,4.82,4.48,7.0,4.0,3.0,0.35,186.0,19344.0,2.0,12.0,0.0,31.0,1125.0,Entire townhouse,"Washington, DC",within an hour,f,t,"Howard University, Le Droit Park, Cardozo/Shaw",Entire townhouse,Entire home/apt,14/09/2017,20/04/2025,f,t
20028213,3448315.0,38.87975,-76.9876,100%,100%,15.0,6.0,2.0,4.0,$460.00,31.0,365.0,19.0,34.0,34.0,201.0,9.0,0.0,0.0,4.67,4.44,4.44,4.89,5.0,4.78,4.44,12.0,5.0,7.0,0.11,0.0,0.0,3.0,15.0,0.0,31.0,1125.0,Entire townhouse,"Washington, DC",within an hour,f,f,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,22/06/2018,31/07/2022,f,t
20029578,52964703.0,38.92267,-77.01059,100%,100%,1.0,2.0,1.0,1.0,$91.00,31.0,90.0,0.0,0.0,22.0,112.0,53.0,1.0,1.0,4.83,4.94,4.72,4.94,4.98,4.75,4.81,1.0,1.0,0.0,0.63,62.0,5642.0,1.0,1.0,0.0,31.0,90.0,Entire guest suite,"Washington, DC",within a few hours,f,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire guest suite,Entire home/apt,16/07/2018,04/06/2025,f,t
20049395,2291656.0,38.90673,-77.06816,100%,54%,8.0,13.0,,,,2.0,1124.0,19.0,35.0,35.0,35.0,288.0,10.0,1.0,4.87,4.89,4.81,4.98,4.95,4.95,4.7,1.0,1.0,0.0,3.04,60.0,,4.0,7.0,0.0,2.0,1125.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Georgetown, Burleith/Hillandale",Entire townhouse,Entire home/apt,06/09/2017,12/06/2025,f,t
20124890,20917831.0,38.9022,-77.01132,100%,100%,2.0,1.0,,,,31.0,100.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,4.93,4.96,4.95,4.96,4.97,4.85,4.87,2.0,0.0,2.0,3.43,0.0,,,2.0,0.0,31.0,100.0,Private room in townhouse,"Washington, DC",within a day,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Private room in townhouse,Private room,04/09/2017,01/06/2024,f,t
20125550,140334352.0,38.89305,-76.93953,97%,45%,24.0,2.0,,,,1.0,180.0,24.0,54.0,84.0,84.0,22.0,4.0,1.0,4.77,4.77,4.77,4.73,4.73,4.41,4.68,8.0,4.0,4.0,0.23,24.0,,1.0,10.0,0.0,1.0,180.0,Private room in home,"Washington, DC",within a few hours,f,t,"Capitol View, Marshall Heights, Benning Heights",Private room in home,Private room,03/08/2017,26/05/2025,f,t
20126341,89325275.0,38.89706,-76.99897,100%,98%,2.0,2.0,1.0,1.0,$75.00,2.0,14.0,2.0,14.0,25.0,38.0,334.0,67.0,6.0,4.93,4.97,4.99,4.99,4.97,4.96,4.91,2.0,0.0,2.0,4.23,255.0,19125.0,1.0,2.0,0.0,2.0,1125.0,Private room in home,,within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Private room in home,Private room,25/12/2018,08/06/2025,f,t
20138171,6066744.0,38.91382,-77.02631,,,1.0,5.0,1.0,1.0,$170.00,1.0,30.0,9.0,35.0,61.0,235.0,739.0,73.0,3.0,4.85,4.85,4.81,4.97,4.93,4.94,4.77,1.0,1.0,0.0,7.74,255.0,43350.0,1.0,1.0,0.0,1.3,1125.0,Entire townhouse,"Washington, DC",,f,t,"Shaw, Logan Circle",Entire townhouse,Entire home/apt,16/08/2017,23/05/2025,f,t
20138796,25683126.0,38.88836,-76.99037,100%,100%,1.0,2.0,1.0,1.0,$143.00,2.0,28.0,6.0,17.0,34.0,115.0,435.0,67.0,7.0,5.0,5.0,5.0,4.99,5.0,4.98,4.94,1.0,1.0,0.0,4.64,255.0,36465.0,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,04/10/2017,16/06/2025,f,t
20153702,661119.0,38.87903,-76.98387,100%,100%,2.0,8.0,3.5,4.0,$335.00,3.0,1125.0,8.0,15.0,36.0,302.0,34.0,16.0,0.0,4.71,4.82,4.65,4.94,4.85,4.53,4.71,1.0,1.0,0.0,0.37,96.0,32160.0,4.0,1.0,0.0,2.0,1125.0,Entire home,"Charlottesville, VA",within an hour,f,t,"Capitol Hill, Lincoln Park",Entire home,Entire home/apt,12/11/2017,02/01/2025,t,t
20166365,51355304.0,38.89183,-76.99971,100%,100%,1.0,4.0,1.0,1.0,$104.00,1.0,7.0,14.0,40.0,70.0,70.0,608.0,72.0,8.0,4.87,4.93,4.88,4.96,4.99,4.94,4.82,1.0,1.0,0.0,6.37,255.0,26520.0,1.0,1.0,0.0,1.0,7.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,17/08/2017,08/06/2025,f,t
20192249,143780236.0,38.91597,-77.03552,100%,100%,2.0,5.0,1.0,4.0,$183.00,2.0,60.0,13.0,38.0,68.0,339.0,296.0,25.0,1.0,4.62,4.75,4.71,4.82,4.73,4.95,4.63,2.0,2.0,0.0,3.1,150.0,27450.0,2.0,2.0,0.0,2.0,1125.0,Entire rental unit,,within an hour,f,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,11/08/2017,18/05/2025,t,t
20213058,143983211.0,38.88969,-76.97957,100%,90%,1.0,6.0,2.5,3.0,$156.00,2.0,365.0,6.0,16.0,43.0,219.0,382.0,44.0,4.0,4.86,4.9,4.82,4.94,4.93,4.9,4.79,1.0,1.0,0.0,4.0,255.0,39780.0,3.0,1.0,0.0,3.9,1125.0,Entire townhouse,,within an hour,t,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,17/08/2017,09/06/2025,f,t
20217934,9354986.0,38.9678,-77.02679,91%,43%,5.0,2.0,1.0,2.0,$63.00,7.0,1125.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.01,0.0,0.0,2.0,5.0,0.0,7.0,1125.0,Private room in home,"Washington, DC",within a day,t,f,"Takoma, Brightwood, Manor Park",Private room in home,Private room,19/09/2017,19/09/2017,f,t
20253006,5487930.0,38.91195,-77.04665,94%,93%,45.0,2.0,2.5,1.0,$158.00,3.0,799.0,29.0,59.0,75.0,349.0,26.0,3.0,0.0,4.81,4.85,4.77,4.88,4.85,5.0,4.58,16.0,3.0,13.0,0.28,18.0,2844.0,1.0,19.0,0.0,3.0,1125.0,Private room in townhouse,"Washington, DC",within a few hours,t,t,"Dupont Circle, Connecticut Avenue/K Street",Private room in townhouse,Private room,10/10/2017,21/01/2025,t,t
20264444,40649327.0,38.91956,-77.02795,100%,,1.0,4.0,2.5,2.0,$183.00,3.0,7.0,6.0,6.0,6.0,6.0,20.0,0.0,0.0,4.8,4.9,5.0,4.65,4.75,5.0,4.95,1.0,1.0,0.0,0.21,0.0,0.0,2.0,1.0,0.0,3.0,1125.0,Entire condo,"Washington, DC",within a few hours,f,t,"Howard University, Le Droit Park, Cardozo/Shaw",Entire condo,Entire home/apt,13/09/2017,02/07/2022,f,t
20265888,13743641.0,38.89312,-76.99792,100%,100%,9.0,2.0,1.0,1.0,$213.00,2.0,29.0,16.0,46.0,72.0,342.0,202.0,10.0,1.0,4.8,4.86,4.83,4.97,4.93,4.93,4.79,5.0,5.0,0.0,2.11,60.0,12780.0,1.0,5.0,0.0,4.2,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,06/08/2017,05/06/2025,f,t
20294927,17123337.0,38.94489,-77.01958,100%,89%,7.0,2.0,1.0,1.0,$125.00,3.0,1125.0,0.0,0.0,14.0,194.0,28.0,1.0,0.0,5.0,5.0,4.93,5.0,5.0,4.93,4.93,1.0,1.0,0.0,0.3,6.0,750.0,1.0,2.0,0.0,3.0,1125.0,Entire guest suite,"Washington, DC",within a few hours,t,t,"Brightwood Park, Crestwood, Petworth",Entire guest suite,Entire home/apt,17/09/2017,03/08/2024,f,t
20299513,24444960.0,38.89606,-76.98222,100%,57%,1.0,6.0,,,,3.0,3.0,9.0,39.0,69.0,69.0,62.0,15.0,2.0,4.76,4.71,4.84,4.98,4.94,4.47,4.69,1.0,1.0,0.0,0.72,90.0,,3.0,1.0,0.0,3.0,3.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,19/05/2018,08/06/2025,f,t
20302745,15365907.0,38.90988,-77.01904,100%,93%,5.0,1.0,1.5,1.0,$95.00,3.0,180.0,7.0,17.0,17.0,17.0,179.0,52.0,4.0,4.96,4.98,4.9,4.97,4.99,4.93,4.93,4.0,2.0,2.0,2.12,255.0,24225.0,1.0,4.0,0.0,3.0,180.0,Private room in home,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Private room in home,Private room,15/07/2018,06/06/2025,f,t
20358943,144776629.0,38.88763,-76.98048,100%,100%,1.0,4.0,1.0,1.0,$115.00,3.0,730.0,0.0,5.0,35.0,215.0,119.0,15.0,3.0,4.83,4.89,4.74,4.95,4.89,4.83,4.82,1.0,1.0,0.0,1.25,90.0,10350.0,1.0,1.0,0.0,5.1,730.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,27/08/2017,08/06/2025,f,t
20361292,3111772.0,38.92655,-77.03313,,,3.0,4.0,2.0,3.0,$255.00,31.0,1125.0,29.0,59.0,89.0,364.0,11.0,0.0,0.0,5.0,4.91,4.55,4.91,5.0,5.0,4.73,1.0,1.0,0.0,0.12,0.0,0.0,3.0,1.0,0.0,31.0,1125.0,Entire condo,"Washington, DC",,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire condo,Entire home/apt,27/12/2017,24/06/2022,f,t
20403766,29184455.0,38.90698,-77.04627,100%,99%,5.0,7.0,1.0,4.0,$200.00,1.0,1125.0,16.0,46.0,76.0,346.0,265.0,12.0,1.0,4.74,4.75,4.66,4.92,4.93,4.94,4.64,2.0,2.0,0.0,2.77,72.0,14400.0,2.0,3.0,0.0,1.0,1125.0,Entire home,"Washington, DC",within an hour,f,t,"Dupont Circle, Connecticut Avenue/K Street",Entire home,Entire home/apt,13/08/2017,31/05/2025,t,t
20437419,9354986.0,38.9671,-77.02659,91%,43%,5.0,2.0,1.0,1.0,$51.00,4.0,730.0,0.0,16.0,46.0,321.0,6.0,0.0,0.0,4.67,4.83,4.83,5.0,4.83,4.83,5.0,5.0,0.0,5.0,0.06,0.0,0.0,2.0,5.0,0.0,4.0,730.0,Private room in home,"Washington, DC",within a day,t,f,"Takoma, Brightwood, Manor Park",Private room in home,Private room,30/09/2017,29/06/2020,f,t
20437717,176438.0,38.90686,-77.06202,0%,,2.0,3.0,1.5,1.0,$100.00,31.0,45.0,30.0,60.0,90.0,90.0,241.0,0.0,0.0,4.85,4.93,4.94,4.92,4.9,4.99,4.82,2.0,0.0,2.0,2.53,0.0,0.0,1.0,2.0,0.0,31.0,45.0,Private room in home,"Washington D.C., DC",a few days or more,f,t,"Georgetown, Burleith/Hillandale",Private room in home,Private room,17/08/2017,03/07/2022,f,t
20438692,176438.0,38.90573,-77.0601,0%,,2.0,3.0,1.5,1.0,$97.00,31.0,45.0,0.0,27.0,57.0,57.0,222.0,0.0,0.0,4.88,4.96,4.93,4.96,4.92,4.99,4.82,2.0,0.0,2.0,2.34,0.0,0.0,1.0,2.0,0.0,31.0,45.0,Private room in home,"Washington D.C., DC",a few days or more,f,t,"Georgetown, Burleith/Hillandale",Private room in home,Private room,31/08/2017,01/08/2023,f,t
20452932,63273507.0,38.91297,-77.01579,0%,46%,5.0,4.0,,,,31.0,1125.0,30.0,60.0,90.0,90.0,185.0,0.0,0.0,4.63,4.79,4.68,4.9,4.85,4.73,4.75,3.0,1.0,2.0,1.96,0.0,,1.0,5.0,0.0,31.0,1125.0,Entire rental unit,"Alexandria, VA",a few days or more,f,f,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,16/09/2017,12/08/2022,f,t
20461027,17633.0,38.88579,-76.99464,100%,100%,108.0,6.0,3.5,5.0,$217.00,31.0,1125.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,4.42,4.5,4.42,4.92,4.33,5.0,4.25,22.0,22.0,0.0,0.23,0.0,0.0,2.0,25.0,0.0,31.0,1125.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,14/03/2021,22/06/2022,f,t
20463668,140579095.0,38.86068,-76.95302,100%,100%,2.0,2.0,1.0,1.0,$90.00,3.0,30.0,26.0,56.0,86.0,86.0,29.0,1.0,1.0,4.93,4.93,4.9,4.97,5.0,4.9,4.86,1.0,1.0,0.0,0.38,6.0,540.0,1.0,1.0,0.0,3.0,30.0,Entire rental unit,"Washington, DC",within a day,f,f,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",Entire rental unit,Entire home/apt,23/03/2019,02/06/2025,f,t
20469824,92210914.0,38.92213,-76.99104,100%,100%,2.0,4.0,,,,2.0,30.0,0.0,0.0,0.0,6.0,189.0,25.0,0.0,4.89,4.95,4.85,4.97,4.97,4.79,4.85,1.0,1.0,0.0,2.14,150.0,,2.0,2.0,0.0,2.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Brookland, Brentwood, Langdon",Entire guest suite,Entire home/apt,14/03/2018,15/05/2025,f,t
20503212,738459.0,38.89726,-77.04601,100%,99%,6.0,2.0,1.0,2.0,$80.00,90.0,1000.0,0.0,0.0,7.0,190.0,10.0,1.0,1.0,5.0,5.0,4.9,4.9,5.0,5.0,4.9,4.0,3.0,1.0,0.13,180.0,14400.0,2.0,5.0,0.0,90.0,1000.0,Entire condo,"Washington D.C., DC",within an hour,t,t,"West End, Foggy Bottom, GWU",Entire condo,Entire home/apt,11/01/2019,19/05/2025,f,t
20534938,146624030.0,38.87909,-76.98961,94%,94%,18.0,4.0,1.0,4.0,$113.00,1.0,365.0,22.0,52.0,80.0,188.0,153.0,12.0,0.0,4.35,4.51,4.36,4.76,4.46,4.4,4.39,11.0,0.0,2.0,1.63,72.0,8136.0,1.0,13.0,7.0,1.0,712.7,Room in hostel,"Washington, DC",within an hour,f,t,"Capitol Hill, Lincoln Park",Room in hostel,Hotel room,24/09/2017,10/05/2025,t,t
20535352,56754902.0,38.91959,-77.0125,,,1.0,2.0,1.0,1.0,$92.00,14.0,365.0,2.0,2.0,2.0,259.0,79.0,11.0,2.0,4.91,4.92,4.92,4.96,4.89,4.85,4.89,1.0,1.0,0.0,0.84,255.0,23460.0,1.0,1.0,0.0,14.0,365.0,Entire rental unit,"Washington, DC",,f,f,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,24/09/2017,07/06/2025,f,t
20538744,142993246.0,38.91679,-77.04417,100%,100%,2.0,2.0,1.0,1.0,$157.00,1.0,28.0,17.0,43.0,58.0,331.0,647.0,42.0,7.0,4.95,4.95,4.98,4.95,4.98,4.95,4.85,2.0,2.0,0.0,6.91,252.0,39564.0,0.0,2.0,0.0,1.0,28.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire rental unit,Entire home/apt,08/10/2017,15/06/2025,f,t
20552698,142299409.0,38.88869,-76.99407,,100%,1.0,3.0,,,,31.0,180.0,0.0,23.0,23.0,99.0,140.0,2.0,1.0,4.99,4.99,4.99,4.99,4.99,4.97,4.93,1.0,1.0,0.0,1.5,124.0,,2.0,1.0,0.0,31.0,180.0,Entire townhouse,"Atlanta, GA",,f,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,13/10/2017,25/05/2025,f,t
20602593,7247428.0,38.91858,-77.01737,100%,99%,3.0,4.0,1.0,2.0,$191.00,4.0,90.0,18.0,48.0,64.0,111.0,33.0,1.0,1.0,4.97,5.0,4.94,4.94,4.94,4.94,4.88,1.0,1.0,0.0,0.35,8.0,1528.0,2.0,3.0,0.0,4.0,90.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Entire townhouse,Entire home/apt,04/09/2017,16/06/2025,f,t
